City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,luanda,-8.8368,13.2343,77.0,78,40,10.36,AO,1635625819
366,tonshayevo,57.736,47.0127,43.41,97,100,5.68,RU,1635625847
367,iberia,29.9502,-91.7507,71.96,49,1,9.22,US,1635625848
368,antofagasta,-23.65,-70.4,63.68,61,8,8.12,CL,1635625673
369,chuy,-33.6971,-53.4616,69.15,80,84,13.71,UY,1635625849
370,narsaq,60.9167,-46.05,30.42,68,92,4.85,GL,1635625850
371,torbay,47.6666,-52.7314,46.76,70,20,2.3,CA,1635625832
372,weatherford,32.7593,-97.7972,78.42,26,0,1.01,US,1635625710
373,sunbury,-37.5833,144.7333,47.98,91,20,1.01,AU,1635625852
374,kahului,20.8947,-156.47,85.26,65,1,9.22,US,1635625577
375,yining,29.0361,114.5636,56.91,83,27,0.94,CN,1635625820
376,necochea,-38.5473,-58.7368,57.04,75,100,20.51,AR,1635625626
377,turbat,26.0023,63.044,80.65,19,4,12.08,PK,1635625855
378,kapiri mposhi,-13.9652,28.6809,70.65,41,21,3.29,ZM,1635625855
379,yuzhno-kurilsk,44.0306,145.8556,46.2,86,75,9.13,RU,1635625856
380,marabba,12.35,32.1833,90.09,36,98,6.82,SD,1635625858
381,mehamn,71.0357,27.8492,38.53,76,93,4.47,NO,1635625673
382,buala,-8.145,159.5921,82.71,76,88,9.98,SB,1635625859
383,la rioja,42.25,-2.5,54.05,76,100,6.53,ES,1635625860
384,marawi,7.9986,124.2928,66.65,96,29,0.78,PH,1635625835
385,dingle,10.9995,122.6711,74.91,90,98,8.46,PH,1635625731
386,brae,60.3964,-1.353,48.11,94,100,3.78,GB,1635625863
387,santa maria del oro,25.9333,-105.3667,79.41,16,0,1.03,MX,1635625864
388,vuktyl,63.8567,57.3094,11.71,98,74,1.92,RU,1635625864
389,bartica,6.4,-58.6167,80.92,96,50,4.21,GY,1635625865
390,tromso,69.6496,18.957,36.37,80,0,2.3,NO,1635625866
391,rypefjord,70.6333,23.6667,34.27,93,20,5.75,NO,1635625868
392,takoradi,4.8845,-1.7554,78.33,87,88,8.7,GH,1635625869
393,sterling,39.0062,-77.4286,63.77,78,75,7.0,US,1635625870
394,uspenka,48.3903,39.1619,43.21,69,0,3.76,UA,1635625870
395,sheopur,25.6667,76.7,65.95,49,12,4.0,IN,1635625871
396,sukhobezvodnoye,57.0491,44.8891,46.78,92,100,6.91,RU,1635625872
397,aguimes,27.9054,-15.4461,66.83,74,20,13.8,ES,1635625873
398,panzhihua,26.5851,101.7128,57.61,95,1,2.1,CN,1635625874
399,tazovskiy,67.4667,78.7,9.16,94,100,14.65,RU,1635625874
400,wakefield,53.6809,-1.499,49.24,79,17,9.24,GB,1635625787
401,port lincoln,-34.7333,135.8667,54.59,74,0,9.44,AU,1635625876
402,bulgan,48.8125,103.5347,30.2,76,82,2.91,MN,1635625738
403,vila,42.0304,-8.1588,53.33,93,96,4.68,PT,1635625878
404,abilene,32.4487,-99.7331,86.49,20,1,3.0,US,1635625879
405,yumen,40.2833,97.2,36.95,47,47,6.13,CN,1635625880
406,lincoln,40.8,-96.667,71.51,35,1,3.0,US,1635625599
407,peski,55.2163,38.7626,45.19,90,33,9.15,RU,1635625881
408,lexington,37.9887,-84.4777,56.25,87,90,1.01,US,1635625396
409,kristinehamn,59.3098,14.1081,48.76,90,100,9.08,SE,1635625883
410,tornio,65.8481,24.1466,42.82,97,100,12.24,FI,1635625883
411,husainabad,24.5333,84.0167,65.03,59,17,5.19,IN,1635625884
412,westport,41.1415,-73.3579,62.98,91,20,1.01,US,1635625861
413,terrace,54.5163,-128.6035,41.43,70,75,17.27,CA,1635625591
414,bandarbeyla,9.4942,50.8122,78.42,79,80,12.59,SO,1635625886
415,tonder,54.9331,8.8667,53.85,86,100,1.99,DK,1635625813
416,saint-georges,12.0564,-61.7485,85.68,70,20,16.11,GD,1635625718
417,itarema,-2.9248,-39.9167,80.55,74,26,12.24,BR,1635625888
418,tuy hoa,13.0833,109.3,74.98,91,23,4.25,VN,1635625889
419,moberly,39.4184,-92.4382,60.98,70,0,8.99,US,1635625890
420,gouyave,12.1646,-61.7296,84.97,70,20,16.11,GD,1635625890
421,taoudenni,22.6783,-3.9836,87.01,25,1,6.82,ML,1635625891
422,laguna,38.421,-121.4238,74.23,71,20,1.01,US,1635625892
423,pimentel,-6.8367,-79.9342,70.09,64,0,16.11,PE,1635625893
424,qui nhon,13.7667,109.2333,75.43,91,46,6.06,VN,1635625894
425,luderitz,-26.6481,15.1594,58.98,94,9,4.43,NA,1635625895
426,kokopo,-4.352,152.2633,79.93,79,29,7.0,PG,1635625895
427,turukhansk,65.8167,87.9833,15.12,94,99,9.69,RU,1635625896
428,peleduy,59.6289,112.7406,32.63,74,100,11.95,RU,1635625814
429,warwick,41.7001,-71.4162,62.62,96,90,0.0,US,1635625898
430,mizdah,31.4451,12.9801,67.66,42,88,7.38,LY,1635625898
431,ishinomaki,38.4167,141.3,53.15,79,100,4.09,JP,1635625899
432,margate,51.3813,1.3862,53.31,81,72,14.67,GB,1635625784
433,anahuac,27.2333,-100.15,87.49,15,0,11.83,MX,1635625901
434,mandurah,-32.55,115.7,52.92,84,26,7.38,AU,1635625901
435,steamboat springs,40.485,-106.8317,63.27,40,1,3.44,US,1635625777
436,oktyabrskoye,43.0645,44.7417,37.54,100,0,6.71,RU,1635625903
437,san pedro,14.35,121.0167,79.11,80,20,2.3,PH,1635625904
438,marion,39.7684,-86.1555,56.28,85,90,13.8,US,1635625905
439,coffs harbour,-30.3,153.1333,61.12,92,75,14.97,AU,1635625905
440,goderich,43.7501,-81.7165,52.92,81,100,5.75,CA,1635625907
441,codrington,-38.2667,141.9667,41.32,95,3,8.1,AU,1635625609
442,knokke-heist,51.3333,3.3333,54.01,89,100,11.34,BE,1635625909
443,ankazobe,-18.3167,47.1167,61.21,71,7,3.51,MG,1635625910
444,semey,50.4111,80.2275,36.37,58,88,9.06,KZ,1635625910
445,mildura,-34.2,142.15,44.56,76,0,2.3,AU,1635625614
446,yelan-kolenovskiy,51.1632,41.151,42.48,73,5,6.51,RU,1635625912
447,oranjemund,-28.55,16.4333,60.26,91,0,5.64,NA,1635625913
448,yar-sale,66.8333,70.8333,10.56,90,100,17.94,RU,1635625913
449,laem sing,12.4816,102.0738,83.14,90,100,5.77,TH,1635625914
450,kudahuvadhoo,2.6708,72.8944,82.22,76,19,15.88,MV,1635625915
451,alugan,12.2188,125.4808,81.05,77,100,17.05,PH,1635625916
452,caucaia,-3.7361,-38.6531,86.07,75,20,10.36,BR,1635625916
453,kalemie,-5.9475,29.1947,71.55,85,55,7.27,CD,1635625917
454,cockburn town,21.4612,-71.1419,84.16,65,40,9.22,TC,1635625640
455,mendoza,-32.8908,-68.8272,85.53,32,0,14.97,AR,1635625795
456,roma,43.2128,-75.4557,56.66,84,90,14.97,US,1635625919
457,whitehorse,60.7161,-135.0538,34.57,69,75,15.99,CA,1635625832
458,awbari,26.5921,12.7805,72.03,28,0,6.55,LY,1635625684
459,moerai,-22.4333,-151.3333,72.91,61,8,17.38,PF,1635625921
460,ouango,4.3133,22.5552,70.95,94,63,1.9,CF,1635625922
461,jizan,17.3333,42.6667,85.14,57,3,2.95,SA,1635625924
462,kilindoni,-7.9139,39.6668,78.78,78,14,6.13,TZ,1635625925
463,howard springs,-12.497,131.047,80.51,96,85,3.22,AU,1635625671
464,cody,44.5263,-109.0565,39.92,77,90,10.36,US,1635625926
465,kamaishi,39.2667,141.8833,53.02,79,100,6.49,JP,1635625928
466,flinders,-34.5833,150.8552,53.2,84,0,1.01,AU,1635625836
467,wawa,9.9022,4.4192,80.85,44,100,2.89,NG,1635625929
468,lumeje,-11.55,20.7833,69.03,76,79,5.73,AO,1635625930
469,sullana,-4.9039,-80.6853,82.56,42,12,18.79,PE,1635625931
470,boende,-0.2167,20.8667,73.54,85,85,2.46,CD,1635625932
471,ugoofaaru,5.6667,73.0,80.78,77,22,8.86,MV,1635625933
472,verkhnevilyuysk,63.4453,120.3167,19.29,86,100,8.68,RU,1635625934
473,olenino,56.2092,33.4889,45.07,82,10,9.8,RU,1635625935
474,yerbogachen,61.2767,108.0108,33.21,85,100,13.76,RU,1635625936
475,carnduff,49.1667,-101.8009,42.39,34,32,18.25,CA,1635625937
476,lamar,33.6668,-95.5836,73.98,28,1,4.61,US,1635625938
477,weligama,5.9667,80.4167,76.32,91,67,3.31,LK,1635625938
478,sao paulo de olivenca,-3.3783,-68.8725,84.65,75,96,2.01,BR,1635625939
479,maceio,-9.6658,-35.7353,83.64,65,40,11.5,BR,1635625940
480,tokoroa,-38.2333,175.8667,62.6,53,100,5.01,NZ,1635625868
481,kaihua,23.3687,104.28,58.89,99,100,4.18,CN,1635625941
482,nikolayevsk-na-amure,53.1406,140.73,22.06,82,9,4.88,RU,1635625942
483,pangody,65.85,74.4859,12.27,93,100,16.11,RU,1635625937
484,atasu,48.6814,71.6433,38.44,65,100,14.25,KZ,1635625653
485,kangalassy,62.3464,129.9628,-5.87,100,57,2.21,RU,1635625945
486,manturovo,58.3353,44.7619,45.0,87,100,6.04,RU,1635625945
487,mwense,-10.3845,28.698,73.67,61,12,4.68,ZM,1635625946
488,vedeno,42.9703,46.095,38.07,80,0,1.88,RU,1635625947
489,nishihara,26.1842,127.7558,70.88,73,20,4.61,JP,1635625948
490,lasa,46.6166,10.7002,49.08,83,100,2.55,IT,1635625949
491,lunenburg,44.3835,-64.3155,54.05,82,77,10.94,CA,1635625949
492,sligo,54.2697,-8.4694,46.69,93,100,9.6,IE,1635625950
493,niquero,20.0431,-77.5828,83.3,71,100,7.78,CU,1635625951
494,roebourne,-20.7833,117.1333,71.37,72,0,3.29,AU,1635625868
495,izhma,65.0083,53.9113,20.35,95,100,3.96,RU,1635625953
496,camana,-16.6228,-72.7111,68.63,73,50,6.4,PE,1635625953
497,sola,-13.8833,167.55,81.05,69,3,16.82,VU,1635625954
498,isangel,-19.55,169.2667,79.07,70,0,4.54,VU,1635625871
499,tempe,33.4148,-111.9093,89.71,17,1,1.01,US,1635625681
500,japura,-0.3167,102.35,73.87,98,20,1.63,ID,1635625956
501,butterworth,5.3991,100.3638,78.01,93,20,1.99,MY,1635625957
502,coron,11.9986,120.2043,77.9,84,97,5.19,PH,1635625958
503,kununurra,-15.7667,128.7333,80.58,83,40,4.61,AU,1635625959
504,gangapur,26.4833,76.7167,70.29,35,0,5.35,IN,1635625959
505,cantapoy,9.4906,125.4364,79.25,81,95,7.11,PH,1635625960
506,port-gentil,-0.7193,8.7815,80.56,83,40,11.5,GA,1635625961
507,ixtapa,20.7,-105.2,87.22,78,43,5.99,MX,1635625962
508,sidi ali,36.0998,0.4206,66.33,62,68,7.9,DZ,1635625962
509,aqtobe,50.2797,57.2072,42.89,70,75,17.9,KZ,1635625963
510,neumunster,54.0667,9.9833,54.01,79,100,5.99,DE,1635625964
511,alyangula,-13.8483,136.4192,75.07,94,63,2.3,AU,1635625965
512,kirakira,-10.4544,161.9205,83.52,72,81,10.78,SB,1635625966
513,alvaraes,-3.2208,-64.8042,91.27,62,68,1.57,BR,1635625966
514,severnyy,50.677,36.5532,46.44,71,0,0.0,RU,1635625968
515,wuwei,37.9281,102.6414,38.97,43,1,0.98,CN,1635625969
516,longkou,37.6508,120.3286,57.78,80,99,4.7,CN,1635625969
517,skjervoy,70.0311,20.9714,41.14,69,100,9.57,NO,1635625970
518,itarare,-24.1125,-49.3317,68.2,84,94,10.04,BR,1635625971
519,lubango,-14.9172,13.4925,65.17,61,95,4.59,AO,1635625972
520,beloha,-25.1667,45.05,67.55,82,38,11.68,MG,1635625973
521,odweyne,9.4092,45.064,71.55,60,3,7.34,SO,1635625973
522,hannibal,39.7084,-91.3585,61.72,48,1,8.05,US,1635625681
523,vaitape,-16.5167,-151.75,78.12,68,15,16.44,PF,1635625975
524,hanzhong,33.0728,107.0303,57.07,87,100,0.92,CN,1635625976
525,cuiluan,47.72,128.648,23.61,55,40,3.6,CN,1635625976
526,gushikawa,26.3544,127.8686,70.83,94,1,5.75,JP,1635625977
527,labrea,-7.2586,-64.7981,82.53,70,82,5.35,BR,1635625978
528,teguldet,57.3064,88.1667,25.95,64,99,8.1,RU,1635625979
529,grand gaube,-20.0064,57.6608,72.0,85,6,7.47,MU,1635625980
530,riyadh,24.6877,46.7219,71.74,37,38,7.61,SA,1635625684
531,ust-kuyga,70.0167,135.6,0.07,98,100,7.67,RU,1635625916
532,nadym,65.5333,72.5167,11.19,91,100,19.01,RU,1635625983
533,gornopravdinsk,60.05,69.9,18.32,99,95,3.22,RU,1635625983
534,carmignano,43.8114,11.0155,60.71,76,0,1.14,IT,1635625984
535,maniitsoq,65.4167,-52.9,35.92,93,100,28.68,GL,1635625870
536,chimbote,-9.0853,-78.5783,66.27,78,52,9.53,PE,1635625986
537,kloulklubed,7.0419,134.2556,75.7,78,100,16.98,PW,1635625987
538,mishkino,55.3389,63.9175,36.77,97,100,15.35,RU,1635625988
539,niamey,13.5137,2.1098,91.69,13,0,3.44,NE,1635625988
540,parrita,9.5201,-84.3225,85.98,84,100,3.18,CR,1635625989
541,ammon,43.4696,-111.9666,55.94,69,1,1.01,US,1635625990
542,armidale,-30.5167,151.65,46.81,86,96,11.86,AU,1635625942
543,pandan,14.0453,124.1694,79.72,75,100,13.8,PH,1635625992
544,oktyabrskiy,54.4815,53.471,44.33,95,100,8.37,RU,1635625993
545,bose,45.4612,8.0137,49.77,90,100,1.79,IT,1635625996
546,mananjary,-21.2167,48.3333,70.81,88,89,6.11,MG,1635625997
547,richards bay,-28.783,32.0377,63.21,86,70,7.34,ZA,1635625998
548,nenjiang,49.1833,125.2167,26.47,51,3,6.29,CN,1635625999
549,ballina,-28.8667,153.5667,64.36,92,75,19.57,AU,1635625999
550,severodvinsk,64.5635,39.8302,39.31,94,100,10.47,RU,1635626000
551,guaruja,-23.9931,-46.2564,80.2,49,75,1.01,BR,1635626001
552,taiyuan,37.8694,112.5603,37.26,81,0,2.24,CN,1635626002
553,ati,13.2154,18.3353,87.93,15,3,7.36,TD,1635626003
554,quebo,11.3333,-14.9333,73.65,95,100,3.27,GW,1635626003
555,olga,43.7444,135.2892,44.31,80,100,3.96,RU,1635626004
556,montepuez,-13.1256,38.9997,73.04,68,34,8.81,MZ,1635626005
557,luza,60.6308,47.2512,41.83,97,100,6.46,RU,1635626006
558,vanimo,-2.6741,141.3028,77.77,89,95,4.34,PG,1635626006
559,abbeville,50.1,1.8333,55.36,87,100,9.89,FR,1635626007
560,malaya vishera,58.8454,32.2222,46.94,88,66,9.93,RU,1635626008
561,phibun mangsahan,15.2447,105.2291,75.18,97,78,3.49,TH,1635626009
562,swellendam,-34.0226,20.4417,55.78,85,81,3.94,ZA,1635626010
563,copiapo,-27.3667,-70.3333,62.29,24,1,7.63,CL,1635626011
564,lethem,3.3803,-59.7968,83.8,62,63,4.54,GY,1635626011
565,cimitarra,6.3142,-73.9497,82.2,72,84,1.05,CO,1635626012
566,cabedelo,-6.9811,-34.8339,81.27,71,5,16.2,BR,1635626013
567,gamba,-2.65,10.0,76.62,91,100,7.27,GA,1635626014
568,mporokoso,-9.3727,30.125,68.88,64,28,3.78,ZM,1635626015
